"GOV","Level of government","TAX","Revenue category","YEA","Year","Value","Flag Codes","Flags"
"FED","Federal or Central government","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2017","2017",9148,,
"FED","Federal or Central government","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2018","2018",15664,,
"FED","Federal or Central government","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2019","2019",10805,,
"FED","Federal or Central government","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2020","2020",13242,,
"FED","Federal or Central government","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2021","2021",17124,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2001","2001",0,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2002","2002",0,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2003","2003",0,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2004","2004",0,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2005","2005",1683,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2006","2006",1050,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2007","2007",1941,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2008","2008",1089,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2009","2009",1200,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2010","2010",4098,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2011","2011",0,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2012","2012",2344,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2013","2013",2384,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2014","2014",7015,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2015","2015",6476,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2016","2016",0,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2017","2017",9148,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2018","2018",15664,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2019","2019",10805,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2020","2020",13242,,
"NES","Total","NTR_BA_L02_SLE","Royalty on bauxite and zircon","2021","2021",17124,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2001","2001",0,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2002","2002",0,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2003","2003",0,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2004","2004",0,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2005","2005",0,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2006","2006",0,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2007","2007",0,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2008","2008",0,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2009","2009",0,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2010","2010",6360,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2011","2011",15435,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2012","2012",21427,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2013","2013",34539,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2014","2014",41103,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2015","2015",28485,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2016","2016",104872,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2017","2017",20603,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2018","2018",71619,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2019","2019",77638,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2020","2020",89875,,
"FED","Federal or Central government","NTR_BA_L03_SLE","Royalty on diamonds and gold","2021","2021",71915,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2001","2001",0,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2002","2002",0,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2003","2003",0,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2004","2004",0,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2005","2005",0,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2006","2006",0,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2007","2007",0,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2008","2008",0,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2009","2009",0,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2010","2010",6360,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2011","2011",15435,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2012","2012",21427,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2013","2013",34539,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2014","2014",41103,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2015","2015",28485,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2016","2016",104872,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2017","2017",20603,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2018","2018",71619,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2019","2019",77638,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2020","2020",89875,,
"NES","Total","NTR_BA_L03_SLE","Royalty on diamonds and gold","2021","2021",71915,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2001","2001",0,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2002","2002",0,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2003","2003",0,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2004","2004",0,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2005","2005",0,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2006","2006",0,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2007","2007",0,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2008","2008",0,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2009","2009",0,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2010","2010",0,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2011","2011",0,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2012","2012",61143,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2013","2013",126100,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2014","2014",96081,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2015","2015",6119,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2016","2016",0,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2017","2017",25568,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2018","2018",3468,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2019","2019",3453,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2020","2020",0,,
"FED","Federal or Central government","NTR_BA_L04_SLE","Royalty on iron ore","2021","2021",221971,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2001","2001",0,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2002","2002",0,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2003","2003",0,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2004","2004",0,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2005","2005",0,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2006","2006",0,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2007","2007",0,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2008","2008",0,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2009","2009",0,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2010","2010",0,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2011","2011",0,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2012","2012",61143,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2013","2013",126100,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2014","2014",96081,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2015","2015",6119,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2016","2016",0,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2017","2017",25568,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2018","2018",3468,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2019","2019",3453,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2020","2020",0,,
"NES","Total","NTR_BA_L04_SLE","Royalty on iron ore","2021","2021",221971,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2001","2001",1196,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2002","2002",2032,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2003","2003",3040,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2004","2004",7720,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2005","2005",8243,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2006","2006",12562,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2007","2007",16266,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2008","2008",16294,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2009","2009",18218,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2010","2010",12848,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2011","2011",189225,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2012","2012",137472,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2013","2013",67601,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2014","2014",39360,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2015","2015",37613,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2016","2016",50644,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2017","2017",50864,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2018","2018",77648,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2019","2019",71437,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2020","2020",74612,,
"FED","Federal or Central government","NTR_BA_L05_SLE","Other mining licences and royalties","2021","2021",159011,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2001","2001",1196,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2002","2002",2032,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2003","2003",3040,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2004","2004",7720,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2005","2005",8243,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2006","2006",12562,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2007","2007",16266,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2008","2008",16294,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2009","2009",18218,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2010","2010",12848,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2011","2011",189225,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2012","2012",137472,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2013","2013",67601,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2014","2014",39360,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2015","2015",37613,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2016","2016",50644,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2017","2017",50864,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2018","2018",77648,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2019","2019",71437,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2020","2020",74612,,
"NES","Total","NTR_BA_L05_SLE","Other mining licences and royalties","2021","2021",159011,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2001","2001",2664,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2002","2002",2309,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2003","2003",2643,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2004","2004",5231,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2005","2005",5625,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2006","2006",4040,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2007","2007",3848,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2008","2008",4846,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2009","2009",8744,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2010","2010",10285,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2011","2011",12582,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2012","2012",8895,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2013","2013",15552,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2014","2014",31336,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2015","2015",40121,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2016","2016",54652,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2017","2017",74730,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2018","2018",94919,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2019","2019",108016,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2020","2020",96212,,
"FED","Federal or Central government","NTR_BA_L06_SLE","Royalty of fisheries","2021","2021",81056,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2001","2001",2664,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2002","2002",2309,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2003","2003",2643,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2004","2004",5231,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2005","2005",5625,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2006","2006",4040,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2007","2007",3848,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2008","2008",4846,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2009","2009",8744,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2010","2010",10285,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2011","2011",12582,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2012","2012",8895,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2013","2013",15552,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2014","2014",31336,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2015","2015",40121,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2016","2016",54652,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2017","2017",74730,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2018","2018",94919,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2019","2019",108016,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2020","2020",96212,,
"NES","Total","NTR_BA_L06_SLE","Royalty of fisheries","2021","2021",81056,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2001","2001",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2002","2002",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2003","2003",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2004","2004",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2005","2005",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2006","2006",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2007","2007",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2008","2008",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2009","2009",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2010","2010",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2011","2011",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2012","2012",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2013","2013",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2014","2014",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2015","2015",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2016","2016",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2017","2017",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2018","2018",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2019","2019",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2020","2020",0,,
"FED","Federal or Central government","NTR_BB","Non-tax revenue: Interest and dividends","2021","2021",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2001","2001",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2002","2002",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2003","2003",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2004","2004",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2005","2005",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2006","2006",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2007","2007",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2008","2008",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2009","2009",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2010","2010",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2011","2011",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2012","2012",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2013","2013",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2014","2014",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2015","2015",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2016","2016",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2017","2017",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2018","2018",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2019","2019",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2020","2020",0,,
"NES","Total","NTR_BB","Non-tax revenue: Interest and dividends","2021","2021",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2001","2001",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2002","2002",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2003","2003",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2004","2004",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2005","2005",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2006","2006",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2007","2007",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2008","2008",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2009","2009",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2010","2010",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2011","2011",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2012","2012",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2013","2013",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2014","2014",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2015","2015",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2016","2016",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2017","2017",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2018","2018",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2019","2019",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2020","2020",0,,
"FED","Federal or Central government","NTR_BC","Non-tax revenue: Other property income","2021","2021",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2001","2001",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2002","2002",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2003","2003",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2004","2004",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2005","2005",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2006","2006",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2007","2007",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2008","2008",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2009","2009",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2010","2010",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2011","2011",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2012","2012",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2013","2013",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2014","2014",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2015","2015",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2016","2016",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2017","2017",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2018","2018",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2019","2019",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2020","2020",0,,
"NES","Total","NTR_BC","Non-tax revenue: Other property income","2021","2021",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2001","2001",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2002","2002",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2003","2003",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2004","2004",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2005","2005",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2006","2006",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2007","2007",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2008","2008",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2009","2009",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2010","2010",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2011","2011",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2012","2012",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2013","2013",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2014","2014",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2015","2015",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2016","2016",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2017","2017",0,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2018","2018",227005,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2019","2019",354581,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2020","2020",353517,,
"FED","Federal or Central government","NTR_C","Non-tax revenue: Sales of goods and services","2021","2021",445528,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2001","2001",0,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2002","2002",0,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2003","2003",0,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2004","2004",0,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2005","2005",0,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2006","2006",0,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2007","2007",0,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2008","2008",0,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2009","2009",0,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2010","2010",0,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2011","2011",0,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2012","2012",0,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2013","2013",0,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2014","2014",0,,
"NES","Total","NTR_C","Non-tax revenue: Sales of goods and services","2015","2015",0,,
